Product Name,Product Price,Sale Discount (%),Discounted Price,Best Seller Rating,Rating Count,Ship From,Sold By,Product Description,Number Bought in the Past Month,Category Name,All Available Images
Beauty Product 424,1003.71,72.06664075270739,280.37,3.8,182,Germany,Seller_149,This is a description for Beauty Product 424.,245,Beauty,https://example.com/Beauty_Product_424.jpg
Toys Product 655,2568.17,80.22760589577925,507.79,4.7,541,USA,Seller_391,This is a description for Toys Product 655.,472,Toys,https://example.com/Toys_Product_655.jpg
Books Product 111,2546.16,82.70441560039865,440.37,4.3,745,China,Seller_423,This is a description for Books Product 111.,361,Books,https://example.com/Books_Product_111.jpg
Electronics Product 82,2698.78,64.53843842098931,957.03,3.6,461,China,Seller_466,This is a description for Electronics Product 82.,25,Electronics,https://example.com/Electronics_Product_82.jpg
Toys Product 281,2967.31,54.3032917846128,1355.96,4.9,852,Germany,Seller_98,This is a description for Toys Product 281.,234,Toys,https://example.com/Toys_Product_281.jpg
Clothing Product 424,1060.83,76.20816424355453,252.39,3.9,378,USA,Seller_70,This is a description for Clothing Product 424.,406,Clothing,https://example.com/Clothing_Product_424.jpg
Beauty Product 176,1944.52,65.37260555429683,673.34,3.6,203,China,Seller_75,This is a description for Beauty Product 176.,106,Beauty,https://example.com/Beauty_Product_176.jpg
Toys Product 263,748.11,63.834138724089435,270.56,4.0,402,India,Seller_2,This is a description for Toys Product 263.,118,Toys,https://example.com/Toys_Product_263.jpg
Beauty Product 633,2274.03,77.14213775516701,519.79,3.6,898,China,Seller_399,This is a description for Beauty Product 633.,379,Beauty,https://example.com/Beauty_Product_633.jpg
Electronics Product 184,4945.33,63.973321043108996,1781.64,4.5,945,USA,Seller_4,This is a description for Electronics Product 184.,88,Electronics,https://example.com/Electronics_Product_184.jpg
Computers Product 699,1632.76,71.17390104975844,470.66,3.5,676,India,Seller_266,This is a description for Computers Product 699.,10,Computers,https://example.com/Computers_Product_699.jpg
Electronics Product 941,4459.66,69.67209982636898,1352.52,4.8,142,USA,Seller_213,This is a description for Electronics Product 941.,372,Electronics,https://example.com/Electronics_Product_941.jpg
Automotive Product 684,3732.68,74.95256193732912,934.94,4.9,398,Germany,Seller_249,This is a description for Automotive Product 684.,168,Automotive,https://example.com/Automotive_Product_684.jpg
Toys Product 997,4574.44,70.62082602843712,1343.93,4.4,744,Germany,Seller_147,This is a description for Toys Product 997.,322,Toys,https://example.com/Toys_Product_997.jpg
Toys Product 833,2685.71,68.24166544809285,852.94,3.6,625,USA,Seller_313,This is a description for Toys Product 833.,195,Toys,https://example.com/Toys_Product_833.jpg
Books Product 697,886.84,80.8801415905763,169.56,4.0,797,China,Seller_68,This is a description for Books Product 697.,335,Books,https://example.com/Books_Product_697.jpg
Automotive Product 873,340.74,73.56557813032035,90.07,3.8,325,Germany,Seller_360,This is a description for Automotive Product 873.,314,Automotive,https://example.com/Automotive_Product_873.jpg
Beauty Product 565,4588.34,83.87778044264974,739.74,4.6,891,India,Seller_387,This is a description for Beauty Product 565.,452,Beauty,https://example.com/Beauty_Product_565.jpg
Shoes Product 924,1373.3,88.13698555185368,162.91,4.9,348,China,Seller_264,This is a description for Shoes Product 924.,231,Shoes,https://example.com/Shoes_Product_924.jpg
Clothing Product 233,4652.27,59.9987794372838,1860.96,3.8,906,USA,Seller_295,This is a description for Clothing Product 233.,359,Clothing,https://example.com/Clothing_Product_233.jpg
Electronics Product 882,855.47,56.95019056946671,368.28,4.2,372,China,Seller_28,This is a description for Electronics Product 882.,16,Electronics,https://example.com/Electronics_Product_882.jpg
Toys Product 325,4988.11,59.496376277182534,2020.37,4.9,607,USA,Seller_34,This is a description for Toys Product 325.,361,Toys,https://example.com/Toys_Product_325.jpg
Books Product 791,1392.93,89.96635973639951,139.76,4.9,471,India,Seller_183,This is a description for Books Product 791.,49,Books,https://example.com/Books_Product_791.jpg
Automotive Product 221,4169.68,54.43005527347228,1900.12,4.3,963,India,Seller_361,This is a description for Automotive Product 221.,438,Automotive,https://example.com/Automotive_Product_221.jpg
Books Product 677,2236.98,84.05811253219238,356.62,4.9,326,USA,Seller_177,This is a description for Books Product 677.,373,Books,https://example.com/Books_Product_677.jpg
Beauty Product 861,1594.96,81.23738511543488,299.26,4.4,115,Germany,Seller_185,This is a description for Beauty Product 861.,71,Beauty,https://example.com/Beauty_Product_861.jpg
Electronics Product 113,2956.34,70.50047179633908,872.11,3.7,295,China,Seller_207,This is a description for Electronics Product 113.,348,Electronics,https://example.com/Electronics_Product_113.jpg
Toys Product 618,3205.85,72.76899315935235,872.99,4.7,783,USA,Seller_295,This is a description for Toys Product 618.,384,Toys,https://example.com/Toys_Product_618.jpg
Sports Product 705,1706.22,66.07362390246766,578.86,4.1,239,China,Seller_267,This is a description for Sports Product 705.,171,Sports,https://example.com/Sports_Product_705.jpg
Toys Product 321,235.2,59.29599960546385,95.74,3.9,605,USA,Seller_494,This is a description for Toys Product 321.,365,Toys,https://example.com/Toys_Product_321.jpg
Clothing Product 335,3548.27,69.66702943065069,1076.3,4.4,406,China,Seller_307,This is a description for Clothing Product 335.,128,Clothing,https://example.com/Clothing_Product_335.jpg
Automotive Product 322,224.02,73.7027361385812,58.91,4.4,28,China,Seller_487,This is a description for Automotive Product 322.,225,Automotive,https://example.com/Automotive_Product_322.jpg
Sports Product 331,1904.33,84.02016099836575,304.31,4.4,864,Germany,Seller_452,This is a description for Sports Product 331.,326,Sports,https://example.com/Sports_Product_331.jpg
Toys Product 767,2478.66,72.44345997590221,683.03,4.1,366,USA,Seller_370,This is a description for Toys Product 767.,309,Toys,https://example.com/Toys_Product_767.jpg
Computers Product 947,922.66,54.24822503695359,422.13,4.1,454,India,Seller_221,This is a description for Computers Product 947.,291,Computers,https://example.com/Computers_Product_947.jpg
Kitchen Product 402,4380.09,65.98611634240658,1489.84,4.3,581,USA,Seller_43,This is a description for Kitchen Product 402.,283,Kitchen,https://example.com/Kitchen_Product_402.jpg
Shoes Product 251,3319.9,62.07255141598378,1259.15,4.5,997,China,Seller_165,This is a description for Shoes Product 251.,460,Shoes,https://example.com/Shoes_Product_251.jpg
Electronics Product 685,341.16,58.577119879613086,141.32,3.9,221,China,Seller_229,This is a description for Electronics Product 685.,334,Electronics,https://example.com/Electronics_Product_685.jpg
Sports Product 25,1547.74,56.19107298415316,678.05,4.8,633,USA,Seller_77,This is a description for Sports Product 25.,32,Sports,https://example.com/Sports_Product_25.jpg
Sports Product 934,4220.91,81.82858888234475,767.0,3.7,943,India,Seller_131,This is a description for Sports Product 934.,138,Sports,https://example.com/Sports_Product_934.jpg
Books Product 554,1166.87,69.26478253844931,358.64,3.9,987,India,Seller_142,This is a description for Books Product 554.,314,Books,https://example.com/Books_Product_554.jpg
Shoes Product 554,2183.81,62.269283809739036,823.97,4.7,530,China,Seller_132,This is a description for Shoes Product 554.,321,Shoes,https://example.com/Shoes_Product_554.jpg
Electronics Product 894,2559.21,88.42329919677788,296.27,3.8,651,China,Seller_91,This is a description for Electronics Product 894.,209,Electronics,https://example.com/Electronics_Product_894.jpg
Computers Product 905,1432.86,68.63131821644058,449.47,4.9,445,USA,Seller_254,This is a description for Computers Product 905.,23,Computers,https://example.com/Computers_Product_905.jpg
Electronics Product 645,4852.64,81.59589941754487,893.08,4.9,503,Germany,Seller_126,This is a description for Electronics Product 645.,62,Electronics,https://example.com/Electronics_Product_645.jpg
Books Product 36,4948.55,53.651591754076875,2293.57,4.1,30,USA,Seller_359,This is a description for Books Product 36.,441,Books,https://example.com/Books_Product_36.jpg
Clothing Product 897,1317.2,88.90166549516702,146.19,4.1,830,Germany,Seller_139,This is a description for Clothing Product 897.,242,Clothing,https://example.com/Clothing_Product_897.jpg
Electronics Product 125,390.35,63.28342216843253,143.32,5.0,569,China,Seller_78,This is a description for Electronics Product 125.,168,Electronics,https://example.com/Electronics_Product_125.jpg
Electronics Product 867,1261.76,68.89719188021257,392.44,4.2,364,China,Seller_110,This is a description for Electronics Product 867.,357,Electronics,https://example.com/Electronics_Product_867.jpg
Clothing Product 756,2565.79,87.00876863346954,333.33,4.2,369,China,Seller_53,This is a description for Clothing Product 756.,111,Clothing,https://example.com/Clothing_Product_756.jpg
Beauty Product 494,4980.6,83.17216117982504,838.13,3.8,917,China,Seller_135,This is a description for Beauty Product 494.,30,Beauty,https://example.com/Beauty_Product_494.jpg
Computers Product 317,3903.93,87.70168192184724,480.12,4.0,437,China,Seller_109,This is a description for Computers Product 317.,250,Computers,https://example.com/Computers_Product_317.jpg
Kitchen Product 585,4784.19,62.343809865268625,1801.54,3.8,369,Germany,Seller_480,This is a description for Kitchen Product 585.,88,Kitchen,https://example.com/Kitchen_Product_585.jpg
Sports Product 606,2912.17,71.40503443522859,832.73,3.5,50,China,Seller_434,This is a description for Sports Product 606.,39,Sports,https://example.com/Sports_Product_606.jpg
Electronics Product 604,2262.82,74.94308010826653,566.99,4.1,750,India,Seller_189,This is a description for Electronics Product 604.,200,Electronics,https://example.com/Electronics_Product_604.jpg
Kitchen Product 606,4111.56,71.23066110070621,1182.87,3.8,645,Germany,Seller_252,This is a description for Kitchen Product 606.,178,Kitchen,https://example.com/Kitchen_Product_606.jpg
Computers Product 31,4086.47,80.04363880093783,815.51,4.3,16,India,Seller_287,This is a description for Computers Product 31.,195,Computers,https://example.com/Computers_Product_31.jpg
Shoes Product 870,2830.93,83.59589476175155,464.39,4.7,723,USA,Seller_94,This is a description for Shoes Product 870.,4,Shoes,https://example.com/Shoes_Product_870.jpg
Computers Product 95,2636.71,85.45672181149831,383.46,3.9,174,India,Seller_492,This is a description for Computers Product 95.,264,Computers,https://example.com/Computers_Product_95.jpg
Books Product 706,1104.79,86.5200277669146,148.93,4.6,903,China,Seller_232,This is a description for Books Product 706.,363,Books,https://example.com/Books_Product_706.jpg
Computers Product 940,1696.29,51.13768640626721,828.85,4.7,949,China,Seller_361,This is a description for Computers Product 940.,480,Computers,https://example.com/Computers_Product_940.jpg
Toys Product 69,3358.13,58.783344000443634,1384.11,4.2,772,China,Seller_456,This is a description for Toys Product 69.,249,Toys,https://example.com/Toys_Product_69.jpg
Electronics Product 812,1650.95,85.40893586271181,240.89,4.6,233,USA,Seller_16,This is a description for Electronics Product 812.,400,Electronics,https://example.com/Electronics_Product_812.jpg
Toys Product 127,4616.65,81.88817359481676,836.16,4.1,792,USA,Seller_179,This is a description for Toys Product 127.,13,Toys,https://example.com/Toys_Product_127.jpg
Automotive Product 15,4459.9,84.31940517116166,699.34,4.1,465,China,Seller_67,This is a description for Automotive Product 15.,226,Automotive,https://example.com/Automotive_Product_15.jpg
Shoes Product 498,4287.77,71.21038989778856,1234.43,4.6,970,Germany,Seller_116,This is a description for Shoes Product 498.,322,Shoes,https://example.com/Shoes_Product_498.jpg
Electronics Product 91,3995.94,64.15402253723434,1432.38,4.7,390,India,Seller_89,This is a description for Electronics Product 91.,442,Electronics,https://example.com/Electronics_Product_91.jpg
Toys Product 86,172.19,82.14892454010206,30.74,4.5,334,China,Seller_383,This is a description for Toys Product 86.,181,Toys,https://example.com/Toys_Product_86.jpg
Beauty Product 9,1176.9,73.79242360201225,308.44,3.6,883,India,Seller_489,This is a description for Beauty Product 9.,130,Beauty,https://example.com/Beauty_Product_9.jpg
Electronics Product 120,3060.59,66.63169985085607,1021.27,3.6,478,Germany,Seller_346,This is a description for Electronics Product 120.,92,Electronics,https://example.com/Electronics_Product_120.jpg
Computers Product 791,334.28,87.21297681563004,42.74,3.5,73,China,Seller_180,This is a description for Computers Product 791.,304,Computers,https://example.com/Computers_Product_791.jpg
Automotive Product 78,1998.78,61.02417944887613,779.04,4.9,967,USA,Seller_117,This is a description for Automotive Product 78.,62,Automotive,https://example.com/Automotive_Product_78.jpg
Electronics Product 283,2056.3,80.52013446606374,400.56,3.5,586,China,Seller_459,This is a description for Electronics Product 283.,404,Electronics,https://example.com/Electronics_Product_283.jpg
Beauty Product 321,2502.19,84.026672844959,399.68,3.7,200,USA,Seller_94,This is a description for Beauty Product 321.,386,Beauty,https://example.com/Beauty_Product_321.jpg
Beauty Product 628,3640.14,52.3158821952595,1735.77,4.1,233,India,Seller_138,This is a description for Beauty Product 628.,264,Beauty,https://example.com/Beauty_Product_628.jpg
Books Product 729,2954.16,89.8229600303695,300.65,3.7,346,China,Seller_436,This is a description for Books Product 729.,12,Books,https://example.com/Books_Product_729.jpg
Automotive Product 294,3970.18,88.9978644135647,436.8,4.6,301,India,Seller_377,This is a description for Automotive Product 294.,61,Automotive,https://example.com/Automotive_Product_294.jpg
Clothing Product 700,3830.48,77.00461107986368,880.83,3.9,154,India,Seller_326,This is a description for Clothing Product 700.,208,Clothing,https://example.com/Clothing_Product_700.jpg
Beauty Product 228,1691.43,78.46725440437562,364.21,4.5,955,China,Seller_306,This is a description for Beauty Product 228.,195,Beauty,https://example.com/Beauty_Product_228.jpg
Automotive Product 924,3881.21,52.9164200461104,1827.41,3.7,373,Germany,Seller_36,This is a description for Automotive Product 924.,282,Automotive,https://example.com/Automotive_Product_924.jpg
Kitchen Product 596,2264.63,53.26183511046849,1058.45,4.3,753,Germany,Seller_240,This is a description for Kitchen Product 596.,274,Kitchen,https://example.com/Kitchen_Product_596.jpg
Automotive Product 181,4074.19,56.630972286321395,1766.94,3.7,128,India,Seller_13,This is a description for Automotive Product 181.,215,Automotive,https://example.com/Automotive_Product_181.jpg
Automotive Product 693,2437.37,78.13168149230705,533.01,4.4,457,China,Seller_401,This is a description for Automotive Product 693.,259,Automotive,https://example.com/Automotive_Product_693.jpg
Toys Product 26,2676.11,87.25872339649722,340.97,3.9,882,China,Seller_412,This is a description for Toys Product 26.,347,Toys,https://example.com/Toys_Product_26.jpg
Shoes Product 664,586.27,53.33193139707011,273.6,4.5,503,India,Seller_425,This is a description for Shoes Product 664.,452,Shoes,https://example.com/Shoes_Product_664.jpg
Toys Product 529,174.45,56.64091351608403,75.64,4.5,100,China,Seller_417,This is a description for Toys Product 529.,458,Toys,https://example.com/Toys_Product_529.jpg
Computers Product 204,1811.48,89.81793382071237,184.45,5.0,276,China,Seller_427,This is a description for Computers Product 204.,151,Computers,https://example.com/Computers_Product_204.jpg
Automotive Product 18,2328.92,54.044652444874814,1070.26,4.6,498,China,Seller_189,This is a description for Automotive Product 18.,190,Automotive,https://example.com/Automotive_Product_18.jpg
Books Product 890,1907.66,76.71363527721273,444.22,3.9,115,India,Seller_436,This is a description for Books Product 890.,356,Books,https://example.com/Books_Product_890.jpg
Sports Product 253,4502.48,63.67137089967897,1635.69,3.8,428,USA,Seller_444,This is a description for Sports Product 253.,355,Sports,https://example.com/Sports_Product_253.jpg
Books Product 807,4810.55,60.77027773867043,1887.17,3.8,658,USA,Seller_321,This is a description for Books Product 807.,145,Books,https://example.com/Books_Product_807.jpg
Automotive Product 790,2970.69,52.11695173555308,1422.46,4.8,720,India,Seller_104,This is a description for Automotive Product 790.,282,Automotive,https://example.com/Automotive_Product_790.jpg
Automotive Product 954,1095.53,64.89625208877428,384.57,4.8,586,Germany,Seller_56,This is a description for Automotive Product 954.,112,Automotive,https://example.com/Automotive_Product_954.jpg
Automotive Product 140,2036.12,64.86166990468357,715.46,4.1,170,USA,Seller_228,This is a description for Automotive Product 140.,242,Automotive,https://example.com/Automotive_Product_140.jpg
Toys Product 501,643.04,52.880526303536044,303.0,4.5,871,USA,Seller_52,This is a description for Toys Product 501.,79,Toys,https://example.com/Toys_Product_501.jpg
Computers Product 783,4503.32,52.43998823063045,2141.78,4.5,49,India,Seller_149,This is a description for Computers Product 783.,498,Computers,https://example.com/Computers_Product_783.jpg
Beauty Product 734,4247.59,59.72162677033769,1710.86,4.5,894,India,Seller_377,This is a description for Beauty Product 734.,87,Beauty,https://example.com/Beauty_Product_734.jpg
Clothing Product 78,2181.55,81.87624933255753,395.38,3.8,482,India,Seller_172,This is a description for Clothing Product 78.,305,Clothing,https://example.com/Clothing_Product_78.jpg
Computers Product 991,4823.8,76.9126866174315,1113.69,4.5,57,Germany,Seller_354,This is a description for Computers Product 991.,63,Computers,https://example.com/Computers_Product_991.jpg
Sports Product 297,4502.0,69.40597950109081,1377.34,3.6,140,Germany,Seller_39,This is a description for Sports Product 297.,101,Sports,https://example.com/Sports_Product_297.jpg
Shoes Product 420,1434.74,78.6780634569261,305.91,3.8,31,Germany,Seller_144,This is a description for Shoes Product 420.,367,Shoes,https://example.com/Shoes_Product_420.jpg
Computers Product 494,2413.73,66.254822111646,814.52,3.6,482,China,Seller_50,This is a description for Computers Product 494.,326,Computers,https://example.com/Computers_Product_494.jpg
Electronics Product 739,2692.13,85.39775871573283,393.11,5.0,466,India,Seller_126,This is a description for Electronics Product 739.,225,Electronics,https://example.com/Electronics_Product_739.jpg
Beauty Product 490,2930.75,67.82713659538393,942.91,4.0,168,Germany,Seller_463,This is a description for Beauty Product 490.,13,Beauty,https://example.com/Beauty_Product_490.jpg
Shoes Product 703,970.39,71.80256992684119,273.63,4.7,575,India,Seller_462,This is a description for Shoes Product 703.,170,Shoes,https://example.com/Shoes_Product_703.jpg
Books Product 698,2125.28,70.7276632136126,622.12,4.1,450,India,Seller_347,This is a description for Books Product 698.,385,Books,https://example.com/Books_Product_698.jpg
Shoes Product 244,528.77,81.50248094228319,97.81,3.6,826,India,Seller_406,This is a description for Shoes Product 244.,468,Shoes,https://example.com/Shoes_Product_244.jpg
Beauty Product 374,3972.64,86.75150172383971,526.32,3.6,900,Germany,Seller_61,This is a description for Beauty Product 374.,194,Beauty,https://example.com/Beauty_Product_374.jpg
Electronics Product 759,633.77,56.33950358959987,276.71,4.7,354,Germany,Seller_161,This is a description for Electronics Product 759.,201,Electronics,https://example.com/Electronics_Product_759.jpg
Computers Product 547,1433.24,72.93252037807838,387.94,4.1,719,Germany,Seller_322,This is a description for Computers Product 547.,443,Computers,https://example.com/Computers_Product_547.jpg
Beauty Product 588,4580.85,76.07363393502774,1096.03,4.7,790,USA,Seller_104,This is a description for Beauty Product 588.,472,Beauty,https://example.com/Beauty_Product_588.jpg
Beauty Product 323,4355.3,67.68255767249221,1407.52,3.6,412,USA,Seller_258,This is a description for Beauty Product 323.,210,Beauty,https://example.com/Beauty_Product_323.jpg
Books Product 354,2706.49,52.8847831217932,1275.17,3.6,791,India,Seller_322,This is a description for Books Product 354.,471,Books,https://example.com/Books_Product_354.jpg
Toys Product 718,3595.5,69.51003894806364,1096.27,3.7,935,Germany,Seller_294,This is a description for Toys Product 718.,327,Toys,https://example.com/Toys_Product_718.jpg
Automotive Product 131,767.35,72.36708936898496,212.04,3.6,32,Germany,Seller_181,This is a description for Automotive Product 131.,318,Automotive,https://example.com/Automotive_Product_131.jpg
Automotive Product 525,4138.89,51.48904271689961,2007.82,4.5,22,China,Seller_396,This is a description for Automotive Product 525.,486,Automotive,https://example.com/Automotive_Product_525.jpg
Computers Product 556,694.59,72.20802111493393,193.04,3.6,179,China,Seller_317,This is a description for Computers Product 556.,51,Computers,https://example.com/Computers_Product_556.jpg
Computers Product 849,2091.93,65.62319803885643,719.14,4.0,314,USA,Seller_45,This is a description for Computers Product 849.,407,Computers,https://example.com/Computers_Product_849.jpg
Kitchen Product 103,3945.44,66.16293160740065,1335.02,3.6,740,Germany,Seller_251,This is a description for Kitchen Product 103.,223,Kitchen,https://example.com/Kitchen_Product_103.jpg
Kitchen Product 747,2603.58,87.0377031916006,337.48,3.9,248,USA,Seller_4,This is a description for Kitchen Product 747.,9,Kitchen,https://example.com/Kitchen_Product_747.jpg
Clothing Product 204,571.09,59.60834866017997,230.67,3.6,794,India,Seller_333,This is a description for Clothing Product 204.,15,Clothing,https://example.com/Clothing_Product_204.jpg
Clothing Product 210,1470.6,51.60927615277054,711.63,4.0,592,USA,Seller_113,This is a description for Clothing Product 210.,187,Clothing,https://example.com/Clothing_Product_210.jpg
Computers Product 747,1491.55,72.68971157020631,407.35,3.7,323,USA,Seller_461,This is a description for Computers Product 747.,99,Computers,https://example.com/Computers_Product_747.jpg
Toys Product 633,2350.53,84.31064996742754,368.78,4.2,361,India,Seller_245,This is a description for Toys Product 633.,420,Toys,https://example.com/Toys_Product_633.jpg
Sports Product 402,4810.54,51.262912208734704,2344.52,4.7,641,USA,Seller_104,This is a description for Sports Product 402.,472,Sports,https://example.com/Sports_Product_402.jpg
Kitchen Product 45,819.79,54.7089503598646,371.29,4.0,247,Germany,Seller_265,This is a description for Kitchen Product 45.,246,Kitchen,https://example.com/Kitchen_Product_45.jpg
Automotive Product 803,2810.07,62.98226123577913,1040.22,4.1,854,China,Seller_338,This is a description for Automotive Product 803.,373,Automotive,https://example.com/Automotive_Product_803.jpg
Clothing Product 961,4705.94,74.82741200183554,1184.61,4.0,146,India,Seller_349,This is a description for Clothing Product 961.,114,Clothing,https://example.com/Clothing_Product_961.jpg
Computers Product 444,1770.39,71.27078825175926,508.62,4.8,382,USA,Seller_234,This is a description for Computers Product 444.,282,Computers,https://example.com/Computers_Product_444.jpg
Beauty Product 321,4955.3,63.010959766999974,1832.92,3.7,834,Germany,Seller_180,This is a description for Beauty Product 321.,447,Beauty,https://example.com/Beauty_Product_321.jpg
Toys Product 750,197.98,54.238249284855364,90.6,4.3,204,China,Seller_30,This is a description for Toys Product 750.,308,Toys,https://example.com/Toys_Product_750.jpg
Shoes Product 649,1190.28,51.30971259563203,579.55,3.8,874,USA,Seller_489,This is a description for Shoes Product 649.,369,Shoes,https://example.com/Shoes_Product_649.jpg
Electronics Product 319,1585.22,83.07492013313932,268.3,4.8,53,USA,Seller_37,This is a description for Electronics Product 319.,6,Electronics,https://example.com/Electronics_Product_319.jpg
Clothing Product 508,1354.13,78.92730446373594,285.35,4.5,714,China,Seller_90,This is a description for Clothing Product 508.,24,Clothing,https://example.com/Clothing_Product_508.jpg
Beauty Product 781,3307.15,82.78994021761122,569.16,3.9,725,China,Seller_356,This is a description for Beauty Product 781.,0,Beauty,https://example.com/Beauty_Product_781.jpg
Beauty Product 322,814.87,84.34620720038394,127.56,3.6,352,India,Seller_174,This is a description for Beauty Product 322.,351,Beauty,https://example.com/Beauty_Product_322.jpg
Books Product 295,2139.27,52.43117649881474,1017.63,3.9,204,China,Seller_410,This is a description for Books Product 295.,304,Books,https://example.com/Books_Product_295.jpg
Shoes Product 877,1842.34,84.0236841321874,294.34,3.8,905,India,Seller_84,This is a description for Shoes Product 877.,280,Shoes,https://example.com/Shoes_Product_877.jpg
Shoes Product 324,2620.4,81.61506398521895,481.76,3.7,485,India,Seller_243,This is a description for Shoes Product 324.,133,Shoes,https://example.com/Shoes_Product_324.jpg
Toys Product 750,2692.67,56.51282178667642,1170.97,3.6,608,China,Seller_34,This is a description for Toys Product 750.,440,Toys,https://example.com/Toys_Product_750.jpg
Electronics Product 244,3405.38,76.52385348775141,799.45,4.6,373,India,Seller_46,This is a description for Electronics Product 244.,355,Electronics,https://example.com/Electronics_Product_244.jpg
Shoes Product 911,2658.12,61.213705192690014,1030.99,3.5,113,USA,Seller_73,This is a description for Shoes Product 911.,25,Shoes,https://example.com/Shoes_Product_911.jpg
Books Product 45,4523.85,73.09805291473478,1217.0,4.1,148,India,Seller_410,This is a description for Books Product 45.,306,Books,https://example.com/Books_Product_45.jpg
Sports Product 99,868.32,82.2090805672561,154.48,3.9,422,India,Seller_306,This is a description for Sports Product 99.,41,Sports,https://example.com/Sports_Product_99.jpg
Toys Product 214,4849.55,88.94136905291509,536.29,4.8,963,India,Seller_61,This is a description for Toys Product 214.,297,Toys,https://example.com/Toys_Product_214.jpg
Books Product 786,1360.69,62.93406682503347,504.35,4.0,204,Germany,Seller_144,This is a description for Books Product 786.,411,Books,https://example.com/Books_Product_786.jpg
Sports Product 39,4797.96,58.12617177931636,2009.09,4.6,448,USA,Seller_74,This is a description for Sports Product 39.,348,Sports,https://example.com/Sports_Product_39.jpg
Kitchen Product 940,4240.64,78.5034534695906,911.59,4.4,233,USA,Seller_223,This is a description for Kitchen Product 940.,301,Kitchen,https://example.com/Kitchen_Product_940.jpg
Books Product 953,882.47,72.6556366904346,241.31,3.6,787,USA,Seller_500,This is a description for Books Product 953.,431,Books,https://example.com/Books_Product_953.jpg
Computers Product 439,3044.89,79.86396069652366,613.12,4.3,611,Germany,Seller_146,This is a description for Computers Product 439.,135,Computers,https://example.com/Computers_Product_439.jpg
Computers Product 374,3669.1,60.02238322545606,1466.82,4.0,535,China,Seller_382,This is a description for Computers Product 374.,246,Computers,https://example.com/Computers_Product_374.jpg
Electronics Product 203,1424.94,52.34947747202473,678.99,4.7,735,Germany,Seller_456,This is a description for Electronics Product 203.,385,Electronics,https://example.com/Electronics_Product_203.jpg
Automotive Product 648,4551.92,89.71049242312336,468.37,4.7,462,India,Seller_199,This is a description for Automotive Product 648.,480,Automotive,https://example.com/Automotive_Product_648.jpg
Kitchen Product 941,3418.14,59.693903353707796,1377.72,3.5,495,India,Seller_366,This is a description for Kitchen Product 941.,214,Kitchen,https://example.com/Kitchen_Product_941.jpg
Shoes Product 998,555.23,61.743422664872895,212.41,4.1,119,Germany,Seller_234,This is a description for Shoes Product 998.,284,Shoes,https://example.com/Shoes_Product_998.jpg
Kitchen Product 828,2231.25,63.680468439226146,810.38,4.6,500,China,Seller_364,This is a description for Kitchen Product 828.,205,Kitchen,https://example.com/Kitchen_Product_828.jpg
Kitchen Product 408,2399.06,88.7164713340602,270.7,4.2,797,China,Seller_395,This is a description for Kitchen Product 408.,390,Kitchen,https://example.com/Kitchen_Product_408.jpg
Electronics Product 738,170.79,85.75294526502356,24.33,3.9,668,USA,Seller_26,This is a description for Electronics Product 738.,497,Electronics,https://example.com/Electronics_Product_738.jpg
Sports Product 710,4036.58,88.16622279218693,477.68,4.5,291,China,Seller_272,This is a description for Sports Product 710.,219,Sports,https://example.com/Sports_Product_710.jpg
Clothing Product 848,523.91,64.77396023617628,184.55,3.9,877,India,Seller_287,This is a description for Clothing Product 848.,472,Clothing,https://example.com/Clothing_Product_848.jpg
Beauty Product 441,1778.44,82.16300766220249,317.22,4.7,324,USA,Seller_434,This is a description for Beauty Product 441.,334,Beauty,https://example.com/Beauty_Product_441.jpg
Toys Product 463,4041.43,64.03307087164664,1453.58,4.7,143,Germany,Seller_74,This is a description for Toys Product 463.,338,Toys,https://example.com/Toys_Product_463.jpg
Beauty Product 571,1453.11,83.6726160205899,237.25,5.0,968,Germany,Seller_154,This is a description for Beauty Product 571.,335,Beauty,https://example.com/Beauty_Product_571.jpg
Sports Product 138,4415.48,57.93394485746256,1857.42,4.8,198,Germany,Seller_153,This is a description for Sports Product 138.,140,Sports,https://example.com/Sports_Product_138.jpg
Electronics Product 899,2501.54,70.00099812122335,750.44,4.3,820,Germany,Seller_459,This is a description for Electronics Product 899.,133,Electronics,https://example.com/Electronics_Product_899.jpg
Toys Product 749,3081.34,75.10437314516125,767.12,3.6,613,China,Seller_352,This is a description for Toys Product 749.,84,Toys,https://example.com/Toys_Product_749.jpg
Shoes Product 123,221.1,74.62350665454683,56.11,4.8,617,India,Seller_15,This is a description for Shoes Product 123.,191,Shoes,https://example.com/Shoes_Product_123.jpg
Electronics Product 267,774.63,51.575286717259814,375.11,4.5,32,China,Seller_280,This is a description for Electronics Product 267.,384,Electronics,https://example.com/Electronics_Product_267.jpg
Books Product 838,176.24,67.35573664558548,57.53,4.7,216,India,Seller_289,This is a description for Books Product 838.,395,Books,https://example.com/Books_Product_838.jpg
Kitchen Product 668,4768.66,84.15291664769333,755.69,4.4,790,Germany,Seller_457,This is a description for Kitchen Product 668.,201,Kitchen,https://example.com/Kitchen_Product_668.jpg
Shoes Product 335,4194.25,53.20226668668288,1962.81,4.3,838,USA,Seller_320,This is a description for Shoes Product 335.,374,Shoes,https://example.com/Shoes_Product_335.jpg
